food,cert
3553,1653
38397,38077
39404,2728
37836,3602
3092,671
3237,1029
37657,3551
1376,3073
38907,898
38605,5863
3304,2727
39436,2749
37757,1156
37975,5323
39060,1330
39059,969
37552,396
2442,827
512,3536
38976,3495
775,3305
38145,1555
37736,1302
660,2424
37485,3483
38686,3287
3009,2399
38965,3480
38525,1546
37734,1302
2322,1154
38273,4160
3498,1308
38910,7193
39109,5411
3200,831
3728,2144
38514,5847
38238,370
38230,3472
38392,2674
1213,896
3747,2781
507,3305
38219,3473
1850,689
38912,970
38216,1546
38241,3535
2377,3309
38703,5411
1114,631
242,1795
37750,1302
39027,3520
38959,2691
1203,2410
37649,2742
38026,3533
38447,2088
39329,1972
38052,5863
38996,3551
39106,3773
3209,3309
39048,1897
37859,2734
37968,2412
1940,2137
37654,1553
1921,1723
3499,1653
1069,3430
37623,860
1388,2749
39146,2147
38971,4164
77311,2358
39399,38076
76813,2074
38608,2734
1894,2780
38355,6741
2503,3325
37496,23791
38820,3251
37765,2734
1282,2408
38269,25893
39390,1335
37766,2708
39005,438
37476,875
38402,1972
494,662
329,724
39395,2664
38224,2639
38329,2312
3752,1653
39464,3306
2374,920
38418,4986
1839,1140
39450,1261
38929,3480
1220,2152
38533,2168
3058,2217
38220,38077
38187,2734
38448,1258
38972,39249
37760,2147
37804,377
38411,4984
38650,2735
3701,2780
949,1140
39374,3569
906,1001
39452,1953
38044,1261
1799,2428
37788,2728
39279,1302
37630,914
3217,2504
3163,724
38159,1059
1332,833
37553,3771
38131,2485
1216,3305
38836,1579
37956,38454
39100,3533
37776,1972
37714,1397
39039,3551
37570,2859
37650,593
39459,3558
2306,3250
37903,1972
38660,2775
38848,25893
37865,2314
37531,2674
38960,3507
38936,1255
37970,5323
38864,3287
3409,877
37619,1302
843,876
2460,1254
39132,2728
38921,3551
37551,1553
2386,896
37913,396
38818,38077
38424,2168
1719,2424
37960,3480
39456,1335
38611,394
39449,10695
39164,2515
38656,9452
3246,691
37712,1337
39448,1117
39322,1972
761,896
38319,2749
826,2781
39443,3251
38683,1059
37964,6384
39361,2734
1199,1653
3029,1174
37512,898
1709,3310
37621,2179
37954,3309
38182,2686
38025,3251
3762,703
38784,23471
749,3250
37484,1261
3673,2217
37685,5863
3477,1029
38354,1383
37563,11671
38495,2749
38561,39243
38729,1546
2184,1029
39411,2710
38831,1335
39193,2735
3410,2727
37516,4978
720,994
3757,2095
38780,26724
39416,3535
38366,37747
38674,4539
3504,2505
38499,3771
39458,1302
2854,1118
2238,831
38371,5411
38386,2808
38181,1255
38528,2691
39063,1335
38667,5411
1501,2139
39348,3287
3147,3306
38210,3306
2227,2439
39454,9452
39211,173
39336,1335
37702,17773
813,491
38215,2674
38553,1358
38879,2504
38252,898
282,2735
2138,2137
38085,1679
39278,38104
2033,2137
37797,2708
38566,2734
3259,633
38072,1972
3571,2399
37872,3522
1526,3325
38531,3324
39097,2734
38775,1341
38480,3287
38058,2625
39375,3602
38122,2485
38795,5411
38689,3646
38341,5863
37819,1302
39430,3512
37783,1972
37932,724
1406,2399
38365,1475
38988,6136
38157,2740
1863,2410
38581,3431
39089,2696
38113,2749
39102,3551
3281,1029
38809,2142
2785,831
38700,3495
76349,1382
2923,3250
39076,1972
39346,1972
1075,3250
38714,2709
2907,724
1836,3430
38337,1555
37687,4156
38825,4915
39144,3017
38270,2728
887,1883
514,1001
37817,3512
3529,1306
37482,1555
39414,1339
773,2100
39233,37745
39217,2740
238,1153
37676,3536
716,724
37696,940
38313,37745
37837,1953
37949,39247
292,3305
37827,1972
3350,1848
38376,3251
968,2781
38000,873
38672,3551
39128,39246
2718,2137
38106,2705
38550,1972
1365,1152
37595,2728
39400,971
1903,1029
1183,695
37568,1475
38437,2630
1015,2410
38255,37747
1812,668
1880,2137
38378,2740
38141,1475
39409,2749
988,895
1223,2137
37838,3538
37591,1257
3249,852
37681,1897
38962,3602
1443,831
1088,831
905,3276
38559,3602
489,3430
38045,2734
38295,3287
1099,2749
37928,3500
1230,1795
38107,3797
39220,3518
38140,2728
38389,2438
2851,2781
38286,2749
513,834
1326,2137
38057,3495
1191,2121
37573,5411
38074,1417
38399,38094
39135,3251
3234,2153
39334,2426
37967,3287
1463,1270
39338,1059
38752,3480
39017,3431
715,3274
37831,2412
1877,1140
37881,6385
39158,2142
37670,1573
38248,971
38334,1334
37545,2740
1744,672
3045,831
38751,3551
38738,4978
2847,2415
1523,724
38934,7193
39323,2728
39154,4156
1837,3306
692,1153
38202,3306
38707,2627
37711,2734
38548,38454
1864,2734
1316,3306
2420,896
38828,4342
39305,1970
38815,32415
641,491
2060,3430
77980,1382
39209,23503
38143,3335
1664,1153
37585,5389
3025,3512
38868,38077
1499,724
39236,2147
37995,2735
1435,2505
39024,4984
2069,831
38451,37747
39445,1379
38048,1341
1608,1140
39096,1937
38805,37745
38613,2305
39040,3287
38246,6385
1297,2410
37461,3287
1368,831
38671,1972
38503,3032
881,3570
38995,1555
3326,1029
38449,2740
3312,3430
39219,4915
38290,403
3026,1311
2577,896
38028,450
38038,3302
37530,4983
38209,3322
39415,1953
38835,3306
2014,491
38443,4521
37795,1953
37858,1273
3386,3309
38878,3319
37829,25890
3749,1271
1713,2410
38474,598
625,999
3346,3305
772,833
38911,1258
37966,1001
37467,3782
38631,38077
37602,2314
1818,2437
38901,2682
38546,1059
38213,2728
38393,1555
38201,438
886,3325
38391,1059
1211,1795
37475,871
39290,3306
38426,3558
37855,1972
2849,1177
934,491
466,2410
38651,3251
1369,662
38896,2710
37980,1302
262,675
39117,1475
1170,1309
37554,7585
2256,1029
912,2734
38653,3251
38789,1255
39173,1357
37725,23792
38677,2147
38827,1972
3505,831
37882,2421
38876,1475
39021,1553
557,2782
38630,4983
38388,2700
2128,1653
38127,2485
37908,5863
39254,2749
38008,1354
1650,2731
38119,2735
246,2424
37614,3535
38091,222
39380,2734
37957,1475
38009,3797
2463,2094
376,2410
39071,38096
39032,1972
37572,2728
39138,2734
37521,2412
37726,2741
2450,834
37807,3551
649,827
274,2781
38582,1475
508,724
38935,2142
38615,3771
2090,1029
38017,1375
38572,37745
723,2781
2751,633
38797,1953
1582,2439
38943,2734
39335,2674
38409,462
2373,3252
37904,3618
39055,2859
39376,2748
39260,28025
38436,1475
37936,37745
39265,10695
37738,2712
38969,5864
3075,878
38956,990
37892,37745
38573,6379
2980,2217
39311,1074
38331,396
3161,1653
37679,2734
366,644
37464,2682
1179,825
38350,6755
37613,3622
725,3536
38899,1546
3552,834
1437,1307
38481,1307
3739,3600
38199,2696
37737,2859
39282,3798
38276,19698
39291,2728
2884,2390
3216,1795
38177,2625
284,2410
37777,2140
39047,5863
1426,896
39242,1302
39078,3646
788,2399
37752,2630
38724,11671
608,3430
37952,38077
38245,3520
3381,825
38303,2749
3745,3068
37526,1302
38206,2749
37938,370
39148,452
37608,1394
76531,1952
39431,2734
38257,8593
824,1122
38430,3251
39369,37747
2937,3311
2052,1720
38175,11449
39214,3551
1989,631
38741,2728
37735,4342
2022,1848
39124,3512
39037,1972
1703,2410
1778,2424
37791,1782
744,1029
38791,3771
39038,10695
38462,969
3628,2415
37772,4506
39168,1768
38810,1953
265,2137
39439,2734
455,1029
38811,38077
38204,38094
300,827
38223,1969
1686,3309
37729,10695
37871,5411
630,834
39022,1604
1785,637
38708,1258
38532,2781
2164,724
38015,4978
37754,1335
39337,3251
2209,833
38800,25893
39287,898
38659,5387
3543,2217
39088,5864
1184,1025
37659,1285
1236,222
38870,3558
2644,1795
38497,2728
38195,1972
38225,2734
39207,4342
38099,7222
37520,3473
1423,2735
3372,1001
38259,971
37818,1302
719,914
38711,1553
38405,3797
37851,898
61979,11671
2465,834
38565,17643
38478,3287
39176,1375
38408,2732
37513,1383
38527,1059
38442,1972
38288,2742
38951,436
37692,3512
37502,1972
1102,2899
37950,3622
38931,38094
37798,1383
39122,37745
387,2118
37931,1553
38314,2728
39446,1302
38735,1611
37460,3293
38154,2728
38517,871
37929,1258
752,2217
37691,1258
38895,2710
38975,37747
1227,3430
39316,971
1209,920
37997,3287
38251,1938
607,3309
38308,19698
2723,2137
38315,3551
430,3065
39462,39246
38599,1302
726,3570
39373,2883
38693,3071
39086,38096
39370,1302
2079,1120
38404,3551
38504,25893
38446,3480
39189,3480
38083,2859
38218,4342
38369,2147
714,896
38563,6754
38414,2660
3731,2781
317,2505
1834,1029
780,631
39084,1254
1218,3309
38937,1972
38839,4342
2389,2399
38477,1974
39392,898
37574,39239
38798,5411
37880,2728
2339,1723
39300,2728
38955,310
1006,2406
1143,2390
3041,1252
39196,2734
38412,1302
2888,2410
37721,1972
2472,2406
37718,4978
1279,2414
38476,4978
38133,2485
38757,3251
38535,2691
418,896
37897,3473
1620,3305
38287,947
2602,1029
38235,2734
38869,4342
517,2439
38485,2734
39223,2735
39127,2028
37826,39247
3235,2266
38576,457
38149,2714
1838,1171
2526,2439
38078,2735
39344,38110
38788,37747
3751,3570
38642,3798
38445,1255
3005,2781
2334,668
933,724
434,2406
273,724
2795,633
39358,3293
37898,37747
38673,2735
38586,2732
39377,4978
38046,3507
38452,2674
2167,491
37823,1377
1246,1029
39165,5847
38134,377
38588,1302
853,2148
38942,2428
39257,2728
404,724
38080,5863
1817,724
37911,379
39075,4342
38682,3018
1424,2410
38325,3319
38927,3551
1393,3311
37961,2085
39354,2414
38168,2749
1256,2734
241,2139
1583,690
37541,6754
38487,2714
38425,2742
219,2406
3525,1308
37535,3480
2750,2422
38036,1356
243,2399
39387,2097
38239,37747
38439,1302
1195,3309
39195,871
39067,2705
39306,478
37715,1261
1281,2142
39085,9452
39098,2728
37588,971
2799,2781
37645,13006
38518,19698
1871,831
38105,2700
37682,3320
38364,2660
38032,37745
2383,491
39315,10695
767,1029
39187,4466
37794,1302
37695,2681
1313,1797
38258,2728
38130,2734
37900,38454
38019,1933
38842,3599
283,2781
3470,2212
38227,37745
2678,2424
37622,3558
38166,1302
3374,1307
39072,2426
37771,3773
39388,229
38377,6770
3761,3073
290,1254
38040,3618
37959,4156
39218,2728
1648,1723
38669,2674
37828,3771
38661,2734
39289,971
3734,631
38300,1972
38992,3771
39432,2734
38766,316
1731,3309
37841,3293
39121,2728
212,179
38160,2625
37824,38077
37562,3516
39204,1341
3391,834
38428,1553
1964,834
39007,25893
3738,3430
38261,3473
1774,637
38952,3251
37905,1255
2135,1140
38489,6145
37618,385
38492,1337
38746,1025
37958,3481
2891,633
37947,3251
1539,3071
37808,2741
475,1029
39393,2728
39000,3323
1206,2424
37996,1059
718,3309
470,2781
37899,1475
38375,2356
37546,1335
37942,3251
38640,1340
2816,3323
38301,2728
38908,2728
37675,2428
39296,2734
3416,3309
37470,3482
38767,1475
2717,2399
39009,2708
1885,2410
38914,3570
37479,2140
1467,491
38016,3480
39025,2775
38021,38454
1685,1153
38353,5411
39405,2710
3687,2410
225,3512
39232,875
38367,2705
665,831
38915,3480
39274,2504
2614,1122
717,2139
38138,1824
38457,25893
546,3251
38916,3490
38394,1358
2188,3310
1427,3305
39366,3551
37569,3342
39307,2859
4028,2505
38433,4529
5965,2505
5061,1335
39447,38077
5145,2422
38403,178
4433,799
37466,1335
38765,1373
4193,1001
37559,1374
4633,799
5536,1883
5008,3482
4126,491
37703,2859
5200,2734
39283,1569
37632,3480
6055,5001
5478,792
38128,2485
4535,4543
39324,3287
5191,1825
38918,1475
4720,805
38639,1258
3820,1001
4865,2142
39194,2728
5753,2733
38537,1302
4989,5334
5670,2058
4791,1615
6021,3316
5408,3784
39240,1972
5009,807
5136,3540
4994,1825
38742,13003
38043,13006
39228,229
5782,2104
4389,872
3992,4490
5562,799
39397,2728
38020,3495
38704,2728
5291,1661
38041,6771
62499,11671
37728,38077
5962,3784
39227,229
37869,3251
37478,3797
4089,4167
39263,3551
37610,2117
6088,3798
5852,2144
38575,5863
3835,2222
4655,3325
38368,3472
4169,1797
5904,4342
37672,2740
37927,2734
4323,857
38023,3520
4907,2734
38231,898
5699,3082
5542,900
38358,6754
38676,914
5436,1972
39103,2691
38794,37747
5571,3436
37699,3599
4828,1142
39314,2627
5984,858
5242,2215
38345,38095
4383,3551
37784,1302
38332,3480
4881,866
39020,38076
4629,4342
5127,3512
38941,9452
5462,878
4227,2438
3898,2058
5459,873
3905,1001
5444,3558
38833,1972
5513,5414
5621,920
37978,5863
4699,2104
5492,1307
39137,2728
38183,3558
38832,1972
5998,3311
38947,662
4948,799
5976,3082
38432,436
4680,878
38558,3520
5032,4540
38668,1757
5161,4465
39310,3551
5968,920
38754,3622
4271,875
5624,900
38595,9412
5199,3618
38957,4983
38383,3287
4299,1337
38606,39247
39386,2630
38208,38100
5796,179
38824,1972
4704,2142
4352,3480
37534,5863
38312,3068
5954,2104
5453,3533
4068,2105
38564,2710
37492,362
4262,2084
4334,1430
4636,2142
5820,2058
38579,2028
4103,3784
38601,2682
5529,4540
38271,2734
5905,2084
38691,2140
37803,3251
5391,1825
38123,37747
38335,2899
4760,4156
38837,2625
5044,3082
62469,867
4803,5049
5735,866
38541,3797
4930,2734
37812,3483
6002,2140
4178,3322
38142,4984
38666,1972
6073,3602
38084,11436
4270,3082
4827,3784
4874,673
38413,2728
37463,1302
38644,3512
3903,1825
4231,3473
38039,1356
5298,2104
3985,900
4485,4109
39080,25893
37626,1302
38587,971
4564,1337
3861,2222
5417,1444
39069,3771
5764,1661
38065,844
4475,724
38479,3287
4987,3551
37748,3472
4010,3563
3886,1661
3941,2104
38093,3798
5418,792
4646,5861
38904,2749
37770,3287
5727,2399
4440,5329
37887,1255
5020,5414
5934,1417
37762,4521
5499,1416
38701,1311
5486,417
4014,6106
5193,3067
37977,2660
4184,792
4424,3507
37709,2674
38205,37747
3868,2222
37612,1261
3806,3551
3952,992
38153,25893
5361,183
38542,3342
37720,3522
39235,3782
4852,2084
38165,3287
4932,5334
39068,25890
4237,900
39403,37745
5952,2729
38949,11662
6039,1337
37480,3782
4642,422
39362,1972
38249,2712
4361,1825
5028,1307
5471,3319
37805,3520
61974,13698
37667,38454
37639,38077
39064,3157
39054,13653
3770,2222
38125,3323
5299,2266
37560,898
5949,1001
4413,2505
37656,222
4500,799
4617,3476
37920,2728
39267,1972
38158,2664
5351,4491
38010,5847
5997,872
38268,2734
4446,1417
37611,2728
4478,2140
4860,2058
4495,3082
38173,1553
38087,3771
38813,38097
4480,875
37868,3599
38652,1059
39016,3771
38508,3480
4266,855
5208,1825
5734,793
76425,1382
5595,1848
38422,2734
4208,3618
37577,1782
4588,179
38881,2749
5002,1444
39328,1972
4009,1001
37547,38077
38633,3287
39347,462
5800,6106
38594,3773
5052,3540
38018,2728
39206,3520
38151,6474
5993,3483
39363,3480
38982,3251
4893,900
3999,3082
37953,3309
39359,10733
5939,1743
37778,1383
5821,2505
38684,1271
38688,2140
4081,3070
4871,2058
38790,2674
5171,2105
5428,2058
38654,787
4698,3520
39460,2749
4397,4342
38753,3480
62913,2235
5975,900
5011,2142
5577,900
5611,1339
6045,2083
39034,1969
4968,5049
39184,3306
3876,2222
3901,4161
5030,3784
4496,3558
38507,1335
38698,971
39213,2728
3946,2104
39134,2734
4316,3264
4387,1001
4661,3487
37620,1302
38761,2749
5665,920
37500,1383
38538,1555
5422,1442
4530,4161
4644,4997
5252,5005
38771,1972
4838,4552
5099,1278
6068,179
38359,5863
4187,1337
3986,491
39253,2140
4399,2747
38554,1553
6007,432
3799,855
38006,1302
5503,3784
37677,4984
37511,2775
38524,3621
38990,3797
5772,3784
38456,3797
5452,3082
38294,2709
38347,2749
4075,1337
5231,179
6046,830
37607,644
38567,1302
4879,4527
38483,32415
5307,794
38129,2485
4018,2747
38719,1475
38333,2749
37634,37747
5777,3316
38877,2681
5920,3512
39252,3287
39062,3797
5097,3264
39255,11551
38776,2709
37909,3797
4453,3070
6062,5415
37832,3306
38390,1555
5093,1661
4886,2213
39295,19698
37658,7193
5568,3771
38137,1261
39325,1302
4806,1001
39349,1475
37693,1302
4393,799
5095,1311
38884,2728
4719,4555
5364,4514
38309,2686
4608,3829
4839,1825
37789,457
3843,3784
37481,3797
39011,3520
4019,1883
38664,875
4914,2077
5698,4342
38822,491
38584,2728
5245,1848
38681,10695
39053,3070
4684,1337
4439,794
5751,4465
38297,34679
4313,5025
4312,1112
38705,3798
38431,2728
39119,3473
4520,1573
39170,6771
3839,4342
38978,39241
38356,3516
38890,3322
4340,1825
4715,3784
4602,4168
38621,2657
37864,1118
4820,2104
39434,2734
6004,3618
4969,3771
39181,1972
6031,1335
39151,3495
37946,3483
5804,1307
4099,3472
38070,3538
38470,1302
38419,1383
4910,2747
5746,4506
3777,866
5496,3774
5015,724
38844,5323
5383,2058
6050,2748
39033,3535
3801,1417
38596,28025
4837,3429
39163,4916
38732,2735
5664,1449
39384,3551
4777,3518
37458,3287
4722,2213
38243,3551
38304,1970
39003,6384
38843,396
38756,2140
5955,179
5911,2058
38589,1302
38983,2839
5433,810
5483,3618
38185,724
4469,2084
38298,1475
6053,3784
38768,2714
4904,1475
4880,3507
38176,1475
37704,26763
4842,724
37934,3797
5463,4465
4071,3558
5840,3829
4882,2081
38743,1475
5238,792
5235,5059
38961,3251
38543,658
4366,5059
3765,872
37710,2734
5891,2748
38144,2734
37986,19698
5717,3776
38551,1972
5668,1661
39229,3287
4707,3071
39136,3251
37856,25893
5775,4486
4016,5415
38172,4556
6120,3551
4338,5855
38946,13761
39352,898
38619,3618
4110,3481
37775,3482
4583,1972
39035,3599
37594,3251
5719,3082
38013,2735
5376,3064
5736,4473
38626,5387
4724,1339
37471,6379
5768,4151
38622,1972
5446,3082
4011,4519
39303,2728
5319,1307
37605,5411
3897,3784
5982,1883
39264,2097
4831,2748
38623,4149
38609,3165
4809,2735
38184,2734
3911,872
39412,2728
5869,3520
37969,1972
37806,1302
38469,3551
5791,808
37764,3555
39355,2734
37944,1302
5922,1272
39182,3797
5187,1259
38115,2749
38948,38077
5301,5025
4327,2734
37652,10695
4229,2390
39046,875
38510,1374
39150,3323
5991,1335
38336,1059
4145,5414
38917,2627
39013,4983
4938,1825
37655,3618
5010,3828
5885,799
39402,2710
37943,1972
5836,5415
38867,3251
38033,1567
37822,1357
5440,1657
38277,25890
5122,4342
37491,5411
38940,1302
38463,2734
5634,1000
38027,3507
3838,2780
39216,37747
5688,5059
4773,2084
37860,1573
38063,6375
4792,2099
38856,1953
5647,1972
39230,3771
3825,5025
38763,1972
38792,2728
5973,855
38289,2028
38502,2142
38953,1120
38118,3480
39317,2781
37498,4521
4650,5334
38001,23174
5274,2031
38726,3497
38933,222
38410,15604
38635,1848
37586,310
37773,3251
38488,2728
3927,2222
39453,2140
76376,1382
37701,2734
4598,2147
38787,11671
62969,2074
37989,3551
39111,5863
5986,1001
3821,2222
38031,3480
4477,4139
38649,1972
38475,2749
5937,3607
39186,2728
4988,2084
6033,2438
39318,4342
5724,4543
39026,2781
77149,1115
38778,2740
38967,377
4240,873
38264,2662
3842,179
5812,3551
37629,1757
5280,3318
4096,1335
4063,3317
39019,1302
5687,2747
37571,3798
76636,3542
5051,2097
5202,3784
38557,2426
38692,394
4619,900
37870,3251
5074,4916
37835,2741
5407,2142
3892,1275
37662,1339
4517,5414
37972,4149
3845,1442
38323,38079
76877,3288
37732,37745
5390,2147
38455,3520
4919,3109
37979,1302
4603,5861
39174,2140
39275,38454
4990,1845
39125,2734
3849,5001
76526,76572
5129,872
38062,1475
38849,1972
5856,799
37678,11632
5278,4160
39058,2708
39159,13006
5641,5329
38007,3070
38755,2665
4849,1258
39407,38737
5213,4465
37604,1555
39222,2735
37769,38454
5324,2734
39077,2734
4410,2058
5887,900
39351,2147
5966,3618
5490,1409
38493,37747
4461,3558
37839,2357
4064,3109
5924,2505
5069,5025
39152,971
5972,2058
39466,3475
38170,3492
4813,794
38496,3797
38749,971
4805,5331
39049,10695
4400,3558
39185,1254
4377,3268
39271,3570
4787,1825
38748,11632
5281,3083
38121,2485
38764,3318
4033,4512
39143,2147
4144,1442
39345,3287
5355,3082
4643,3270
4493,179
38511,4983
4147,5334
37477,38077
4395,4997
38932,491
39451,3400
4007,724
38662,5847
4635,5414
37740,2775
39356,2734
4082,3082
76306,1382
4953,2058
37700,1059
38242,39244
5372,1343
38317,37747
4607,4140
38736,6375
4625,2147
37722,17643
4856,4543
37910,5863
3996,1442
39126,898
5783,1001
37755,844
4975,2147
5877,1573
39057,971
37741,3255
76816,3288
3922,2222
37525,10695
38544,5411
5232,2217
37915,6384
5692,3540
38311,39246
3964,3775
5398,3071
5366,799
37488,5411
4415,861
39293,2734
5921,1723
38228,948
39304,396
5661,724
6094,3020
39215,2708
5003,2217
4385,1444
38516,2664
77948,1115
4290,1655
38513,3287
4759,2399
4593,1825
38281,3251
4770,5059
38500,1475
38318,4165
5848,1257
4758,2747
38706,4521
38851,3507
4946,5866
5918,1825
4047,3082
77020,6744
38861,2140
4526,1112
38292,1445
77936,1961
5068,3082
37624,4983
4922,3070
38372,2726
3811,2222
37976,1290
39298,6379
5425,3618
4026,2147
38465,3287
37786,5387
4790,855
38458,3618
76713,1115
5362,2505
5427,5857
38188,11449
39455,1475
5346,998
38279,3287
37549,1555
4713,3066
38770,2749
38750,3251
6070,900
37792,3251
4076,3540
6043,5414
5468,2695
38468,3287
4454,1573
37820,1475
6010,872
38845,229
37505,1341
37917,1938
37800,2625
5118,5059
37661,3473
6014,4918
37581,2741
