,0,1
1275,ham pork,0
1276,spring water,0
1277,dextrosegehvdrolvseerd eihit,0
1278,baby bok choy,0
1279,baby kale,0
1280,baby spinach,0
1281,cuvegeta inainte of preparare,0
1282,mech11 a06agere,0
1283,colorant,0
1284,cu5 inainte tertea mincarurflor,0
1285,adaos mincituri ejiita,0
1286,legume,0
1287,frunze petrunjel,0
1288,tutat sodiu,0
1289,inainte,0
1290,uapegnqh0 ougeuqren,0
1291,supe,0
1292,npea11 kpag rotbehero,0
1293,accllancs barquillas reilenas chocolate,0
1294,rolled wafer filled,0
1295,dextrose acidifying,0
1296,jalapeno pepper,0
1297,quiheraf,0
1298,inforieninforio,0
1299,narjngsinfortion,0
1300,axis rkings,0
1301,ras,0
1302,baskets,0
1303,rolled rteisses,0
1304,xconsornmer,0
1305,qui,0
1306,eur,0
1307,etreme powdered milk,0
1308,coconut aminos,0
1309,pumpkin seed,0
1310,pecan,0
1311,lime juice,0
1312,lemon peel,0
1313,double toto concentrate,0
1314,cream milk,0
1315,rice oil,0
1316,vinegar powder,0
1317,jalapeno seasoning,0
1318,fluoridated saltjalapeno pepper powder,0
1319,partially hydrogenated soy oil,0
1320,antioxidant acid,0
1321,pgit,0
1322,tongueraiee,0
1323,basti rice precooked,0
1324,hens egg,0
1325,hydrogenated canola oil,0
1326,agnedients,0
1327,diphosphates,0
1328,butter pastry,0
1329,flavoringlecithin,0
1330,wate,0
1331,enzyme ed cheese,0
1332,milk concentrate,0
1333,ed potato starch,0
1334,tricalcium phosphate,0
1335,beef tongue,0
1336,pork salivary glands,0
1337,ed starch cassava,0
1338,jacques nut,0
1339,origins nut,0
1340,artificial flavouring water,0
1341,alcohol abuse,0
1342,green crab,0
1343,chablis,0
1344,shellfish,0
1345,front,0
1346,cake,0
1347,avocado,0
1348,seasoned crawfish,0
1349,pickled ginger,0
1350,crab stick,0
1351,wasabi,0
1352,grain alcohol,0
1353,seaweed,0
1354,fat buttermilk,0
1355,locust bean gum,0
1356,carrageenan gum,0
1357,tapioca starch,0
1358,canola oilbasil,0
1359,palm kernel oil,0
1360,artificial flavour glycerin,0
1361,acacia,0
1362,arabic gum,0
1363,whey ed potato starch,0
1364,cheese salt,0
1365,phosphate,0
1366,tricalcium,0
1367,skin pickled,0
1368,isencras,0
1369,olive,0
1370,anchovy fillet,0
1371,azuca aspecto rnis,0
1372,previene proliferaci ta6n of bacterias,0
1373,insulina sea,0
1374,laxatives,0
1375,butylated hydroxytoluene,0
1376,arabicu cellulosegunatriumhydrogencarbonat,0
1377,source of phenyjajanine,0
1378,basic gum,0
1379,agents,0
1380,potato starchsoybean lecithin,0
1381,acid carbonate sodium,0
1382,cellulose gumditidite,0
1383,white bean,0
1384,black bean,0
1385,lime juice concentrate,0
1386,red bean,0
1387,cilantro spices,0
1388,cucumber juice,0
1389,chlorella powder,0
1390,spinach juice,0
1391,kale juice,0
1392,celery juice,0
1393,ginger juice,0
1394,spirulina powder,0
1395,dehydrated,0
1396,cow,0
1397,pasteurized sheep,0
1398,paprika oleoresin,0
1399,gluten free soy sauce,0
1400,dehydrated soy sauce,0
1401,strawberry juice concentrate,0
1402,blueberry juice concentrate,0
1403,pomegranate juice,0
1404,blackberry puree,0
1405,chia seed,0
1406,baobab powder,0
1407,flssunzioni,0
1408,aromiatfera protattiva,0
1409,base rrrosto trcchino,0
1410,pasteurized cow,0
1411,bellavitano cheese,0
1412,fiber dirty,0
1413,garlic bilisant,0
1414,garlicpowder,0
1415,basking,0
1416,water hidratosdeafinicilw,0
1417,numerodeserienconso rapporue eryeouenafimentlniiingsvirepr of prefereoceavantle,0
1418,salt corredeurdtadtite,0
1419,amerteahvidlgg vahd garlic salt water,0
1420,sollyss conserverateambiante sarihsaxtur usu,0
1421,fiber ofapple,0
1422,rosemary extract,0
1423,pork lard,0
1424,guar gumno,0
1425,maize flour,0
1426,oignons,0
1427,grana cheese,0
1428,salt cream,0
1429,skied ehydrated,0
1430,water cream,0
1431,apple gala,0
1432,barley malt hop,0
1433,barleyinvert sugar,0
1434,salt garlic,0
1435,spinach,0
1436,ricotta cheese,0
1437,pineapples,0
1438,blue,0
1439,essence plants,0
1440,duck sugargasolines plants of absinthe,0
1441,gauge,0
1442,carbonic acid,0
1443,pear juicecountered,0
1444,passion fruit,0
1445,auxjus concentrates,0
1446,fruit flavored ltifruits,0
1447,top,0
1448,nths,0
1449,utilisati fraisa,0
1450,grapefruit,0
1451,juice concentrated,0
1452,twheat flourinvert sugar,0
1453,tartaric acid,0
1454,bicarbonates,0
1455,chlorides,0
1456,ph,0
1457,roast beef,0
1458,vegetable powder,0
1459,fropac,0
1460,agur blue cheese milk pasteurized cow origin,0
1461,chateaubourg,0
1462,oilymalt,0
1463,valley of pirolles dence,0
1464,white truffle,0
1465,black currant juice,0
1466,strawberry puree,0
1467,unsalted butter,0
1468,caramelized onion,0
1469,nonfat yogurt,0
1470,expeller pressed canola oil,0
1471,lemon grass powde,0
1472,hydrated garlic,0
1473,water chestnuts,0
1474,toto juice,0
1475,arachidi,0
1476,adamia nutssugar,0
1477,vegetable fibers,0
1478,acidifying agents,0
1479,antioxidantse300,0
1480,antioxygale,0
1481,winepress,0
1482,nounshing wholefoods,0
1483,aroroch naturttga aromer,0
1484,flavorsvitamin,0
1485,peach puree,0
1486,frotd centnfugatton,0
1487,bee honey,0
1488,base tvo loctea,0
1489,edible,0
1490,anticoagulant enzyme microbial,0
1491,laurel,0
1492,oil rapeseed,0
1493,rice cream,0
1494,deodorized sunflower oilgum arabic,0
1495,barley husked,0
1496,precooked soybean,0
1497,soya juice,0
1498,soy cream,0
1499,water juice,0
1500,acizi carbohydrate,0
1501,dried beef stock,0
1502,beef flavored stock,0
1503,onion juice concentrate,0
1504,apple salt,0
1505,aromi,0
1506,aigne standeol of clerguet,0
1507,genolh,0
1508,fitness,0
1509,tapdforvarasowned,0
1510,pineapple juice concentrate,0
1511,organic safflower,0
1512,organic soybean oil,0
1513,organic sunflower,0
1514,air popped organic popcorn,0
1515,white vinegar,0
1516,worcesters,0
1517,ketchup,0
1518,red toto,0
1519,pure ple,0
1520,phosphoric acid,0
1521,cium phosphate,0
1522,sodium lactylate,0
1523,calcium peroxide,0
1524,propionic acid,0
1525,potassium iodate,0
1526,aswi,0
1527,tonsun,0
1528,ales,0
1529,sprayed,0
1530,wheatdisodium phosphate,0
1531,micronised algae,0
1532,spicy fully slami,0
1533,flavour pepperoni seasonning,0
1534,arella cheese,0
1535,pure juice orange,0
1536,cestas,0
1537,hartweizengrieb foolish,0
1538,semclina of variety,0
1539,aureo,0
1540,spices celery powder,0
1541,collagen cashing,0
1542,sea salt raw sugar,0
1543,beef collagen,0
1544,paprika extractive,0
1545,rapeseed hilu,0
1546,stabilizer e451,0
1547,original european,0
1548,basque,0
1549,precooked salted,0
1550,zucchini,0
1551,black olive,0
1552,beef bouillon beef gelatin,0
1553,angus beef,0
1554,shed potato,0
1555,paprika crumb,0
1556,blueberry raspberry,0
1557,basti,0
1558,university of,0
1559,anaiisi chimica aigrc chiue,0
1560,atimentaires salt fibers,0
1561,zona emping pedas spicy oat nuts ,4
1562,emping melinjo,4
1563,singabera premium ginger drink lemongrass ginger,4
1564,cane sugar,4
1565,coconut sugar,0
1566,lemongrass,4
1567,palmia margarin serbaguna,3
1568,acidity regulator,4
1569,mixed tocopherol,4
1570,antioxidant ascorbyl palmitate,4
1571,sequestrant edta,4
1572,vitamins,4
1573,food colouring beta-carotene ci 40800,4
1574,vegetable emulsifier,4
1575,roasted peanut noodle bowl,3
1576,modified tapioca starch,4
1577,red chili pepper,0
1578,peanut paste,4
1579,chilli pepper paste,4
1580,chilli pepper,4
1581,extractives of paprika (color),4
1582,sesame seed paste,0
1583,acetic acid,0
1584,malic acid,0
1585,glucono delta-lactone (acidulant),4
1586,kokita combination chili relish mild sambal bajak pedas sedang ,3
1587,red chilli,0
1588,soya oil,0
1589,indomie mi instan goreng,3
1590,refined palm oil,4
1591,silicon dioxide,0
1592,soya bean,0
1593,chili sauce,0
1594,sweet soy sauce,4
1595,cassava starch,0
1596,tbh,4
1597,maltodextrine,0
1598,tocopherol,0
1599,la fonte sphagetti 10,3
1600,kacang shanghai cap dua kelinci,3
1601,selected peanuts,4
1602,sarimi goreng rasa ayam kremes isi 2,3
1603,pepper powder,0
1604,bewarea,0
1605,barley maltyeast,0
1606,beef screed wine saupcudtage of,0
1607,baby gem heart,0
1608,apple acid pear,0
1609,folic,0
1610,agent n,0
1611,pectin acidifying,0
1612,additives,0
1613,flew,0
1614,navy bean,0
1615,powdered honey,0
1616,malt flour,0
1617,arrowroot,0
1618,chia,0
1619,onion flakes,0
1620,ajr,0
1621,air,0
1622,dextrose beef stock,0
1623,sodium pyrophosphate,0
1624,artificially color,0
1625,skimmed paprika,0
1626,dehydrated brown sugar,0
1627,bourbon sauce,0
1628,honey barbecue sauce,0
1629,apple royal gala,0
1630,concentrate of,0
1631,roasted,0
1632,vegetable juice,0
1633,american lobster,0
1634,ballaststoffelrostl bonokhalfib,0
1635,scobe,0
1636,bheprewqeckaq uehhoute,0
1637,likovi hrqrati ofwhich,0
1638,seus,0
1639,aperltlvototo aceituna,0
1640,acid cftrico,0
1641,ervas aroticas,0
1642,fine herbest,0
1643,cannes sugar,0
1644,beetroot,0
1645,cumint,0
1646,vinegar dialcohol,0
1647,auchqoo pure pastry frangipane butter lation,0
1648,wniture powder starch butter,0
1649,wafer,0
1650,tontlent,0
1651,pate bies butter water,0
1652,gildingsyrup sugar,0
1653,hull,0
1654,milk sugar,0
1655,originlecithins,0
1656,yellow powder,0
1657,lactose milk,0
1658,abundance,0
1659,raw milk cow,0
1660,rennet,0
1661,invert duck,0
1662,brown rice,0
1663,bearly processed,0
1664,brown rice flour,0
1665,grain brown rice crisp,0
1666,barl,0
1667,italian parsley,0
1668,citrus fiber,0
1669,pasteurized processed cheddar cheese,0
1670,vegetable color,0
1671,powdered cellulose,0
1672,chili pepper extract,0
1673,worcestershire sauce,0
1674,chipotle chili pepper,0
1675,distilled white vinegar,0
1676,clove tarand,0
1677,fluorides,0
1678,chlorides sulphate,0
1679,concentrated grape,0
1680,garlic sauce,0
1681,anchovy rinated,0
1682,basil sunflower oil,0
1683,andros,0
1684,sur,0
1685,lemon juice concentrate gelling,0
1686,pomegranate flavour,0
1687,balsamic vinegar igp,0
1688,extra virgin,0
1689,plants,0
1690,garlic topped,0
1691,assicm rock,0
1692,base dhuiles,0
1693,bouquet plants,0
1694,oil,0
1695,fondue,0
1696,sunflower oil high oleic acid,0
1697,ground,0
1698,roasted arabica coffee,0
1699,beef francaist retnbakage,0
1700,dice,0
1701,carrot concentrated pork,0
1702,acidifying african acid,0
1703,ant,0
1704,ules,0
1705,jqqlomerant stearate,0
1706,agave concentrated,0
1707,pour,0
1708,baked bean toto,0
1709,concentrated tot puree,0
1710,feared,0
1711,beancurd,0
1712,aduki bean,0
1713,glucose syrupwheat flour,0
1714,seasoning blend,0
1715,quinces of,0
1716,yellow egg,0
1717,e150c,0
1718,chlorophyllin,0
1719,purees strawberry,0
1720,minced,0
1721,sweet red pepper,0
1722,sodium alginate,0
1723,icing sugar,0
1724,lupin,0
1725,sheep beef,0
1726,meat sheep,0
1727,aromes,0
1728,sheep meat,0
1729,fat sheep,0
1730,conee vera,0
1731,sodium hydi0xide,0
1732,ivoury biscuit,0
1733,alz,0
1734,salted pretels,0
1735,rej wheat hydroxide,0
1736,hulls,0
1737,basti ricethe,0
1738,red,0
1739,beerbuckwheat,0
1740,australia,0
1741,saturated fat lessthan,0
1742,brown sugar duck juice,0
1743,concentrated lemon,0
1744,aloe vera juice,0
1745,gica,0
1746,squash carrot,0
1747,anic,0
1748,onionszucchini,0
1749,lemon flavouring green,0
1750,concentrated sunflower oil,0
1751,strawberry juice,0
1752,base concentrate,0
1753,apartir concentrado,0
1754,batches,0
1755,seasonings,0
1756,torula,0
1757,potato hand,0
1758,sodium benzate,0
1759,sulphuer dioxide,0
1760,enhacer flavour,0
1761,rice wine vinegar,0
1762,ground red chili pepper,0
1763,vegetable extract,0
1764,ground garlic,0
1765,cop rpren,0
1766,citrat ofe414i,0
1767,aigua,0
1768,edulcotantabastdela solar,0
1769,ascor flavouring,0
1770,ores tclorur sbdic,0
1771,aloe vera,0
1772,copper chlorophyll,0
1773,vitaminounce ouvert,0
1774,ilavours,0
1775,source of phenylalanini,0
1776,cafein,0
1777,otazureur,0
1778,ifarine buts,0
1779,fully hydrogenated,0
1780,cocoa icing,0
1781,aces,0
1782,tree nut,0
1783,grain pellet,0
1784,shellac,0
1785,pumpkin,0
1786,dried berry,0
1787,pumpkin seed sesame seed,0
1788,sesame seedswith chopped dried berry golden flaxseed,0
1789,abletvo d,0
1790,golden flaxseed,0
1791,gepufftem aranth,0
1792,gut organic,0
1793,aranth livergnugen,0
1794,water soybean oil,0
1795,soybean extract,0
1796,xeres vinegar,0
1797,green,0
1798,soya sauce,0
1799,sesame oil virgin toastee,0
1800,chili seasoning,0
1801,potassium nitrate,0
1802,totoof rice,0
1803,vegetable oil sunflower,0
1804,vegetable oil sunflower seed,0
1805,omelet,0
1806,starch of ricepepper extract,0
1807,pork plas,0
1808,reconstituted skim milk,0
1809,basti ricecarrot,0
1810,gelatin pork,0
1811,treaty,0
1812,artichoke halves,0
1813,sweet pastry pure butter,0
1814,alginate sodium,0
1815,ski,0
1816,carrageenan acidifying,0
1817,gelling agents,0
1818,phosphates calcium,0
1819,coconutcaseinate sodium,0
1820,fermented powder,0
1821,coconut powder,0
1822,starch potato,0
1823,garlic ginger,0
1824,quinces,0
1825,antioxidant pork,0
1826,bone,0
1827,pork origin,0
1828,ambo pig,0
1829,lovage,0
1830,caramelized sugar,0
1831,garlic puree,0
1832,red wine,0
1833,ed starch butter,0
1834,double concentrated thyme,0
1835,beef bones,0
1836,sauce base red wine,0
1837,sulfites,0
1838,bones,0
1839,fatty acid saturated,0
1840,chloride,0
1841,legless,0
1842,urenergetique,0
1843,alues,0
1844,apple juice organic,0
1845,berry dried organic,0
1846,gyration,0
1847,arrefour,0
1848,gyrationpeanuts,0
1849,precooked ayojne,0
1850,blackcurrant juice concentrate,0
1851,dehydrated beef stock,0
1852,alim acid,0
1853,salt protein,0
1854,cola daxrsipreferib tappoocollo dellabottigliagrassi,0
1855,le enjoy,0
1856,soft fire,0
1857,le dlandiran,0
1858,sunflower salt deodorized garlic,0
1859,oil salt,0
1860,water salt,0
1861,courgettes,0
1862,ravioli,0
1863,cgw ant6,0
1864,agitat haven,0
1865,befete oeilled,0
1866,sodium laureth sulfate,0
1867,isopropyl isopropyl,0
1868,acrylates copolymerj citric acid,0
1869,guar hydroxypropyltrium chlorido,0
1870,sodium lauryl sulfate,0
1871,acrylates copolymer,0
1872,sodium chloridej cocamidopropyl betaine,0
1873,butylphenyl methylpropionalj citronellol,0
1874,fragrance,0
1875,hexyl cinna,0
1876,fillet roasted treaty,0
1877,mayonnaise,0
1878,wheat flour malted,0
1879,bakers,0
1880,salad,0
1881,potassium acidifying,0
1882,oil sunflowers,0
1883,ana integralcrases satuzdas,0
1884,ancd ragn,0
1885,water ascor,0
1886,cargue,0
1887,badon rice,0
1888,frozen raw skin,0
1889,aspergillus,0
1890,black soybean,0
1891,aspergillus oryzae,0
1892,koji,0
1893,cellulose powder,0
1894,pasteurized blue cheese,0
1895,blue cheese,0
1896,orange blossom honey,0
1897,orange puree concentrate,0
1898,orange peel,0
1899,white balsamic vinegar,0
1900,aunt fat,0
1901,carbohydrate fiber,0
1902,calcium iron vitamin,0
1903,thiaiboflavin niacin vita folate vita pantothenate phosphorus zinc,0
1904,wate cocoa,0
1905,bars,0
1906,popcorn peanut honey,0
1907,fat naive ppd,0
1908,peanut bursts,0
1909,canola lecithin,0
1910,thickening agents,0
1911,apricot puree partially,0
1912,apricot nectar partially,0
1913,pignoli,0
1914,alcohol denat,0
1915,acid blue,0
1916,denatured alcohol,0
1917,blue iiaoi,0
1918,sugar duck,0
1919,andd fructose corn,0
1920,e325y e331,0
1921,greased talee270,0
1922,veggie cone,0
1923,fahin4 acidifying,0
1924,comervu0,0
1925,ajcco ti,0
1926,bibiia aralcolica,0
1927,chews,0
1928,beet sugar,0
1929,red cabbage,0
1930,tisantes,0
1931,banana otine spices paprika,0
1932,silicon,0
1933,cassava,0
1934,baking soda gingha nahc03 synoniemdesodorisatie fountain,0
1935,chaussee bruxelles,0
1936,poison,0
1937,beauvois,0
1938,textured vegetable,0
1939,baked ham,0
1940,antioxidant e316,0
1941,apple sulfur dioxide,0
1942,dess,0
1943,ictss,0
1944,creece,0
1945,brazed gtece,0
1946,concentrate corn,0
1947,artificial colorsyellow,0
1948,ious,0
1949,sels topped,0
1950,piesentees eqaette pa0jant daectement,0
1951,ane,0
1952,couunande suggestion,0
1953,frozen meat,0
1954,aice geneieuse,0
1955,e330 jalapeno pepper,0
1956,alirhehtaire fiber,0
1957,dehydrated leek,0
1958,beer of,0
1959,qui of,0
1960,nonoinsaturados polyunsaturated fatty acid,0
1961,fat saturated fatty acid,0
1962,aresyasses fat,0
1963,infusion spice,0
1964,arotic caramel,0
1965,fibers acidifying,0
1966,oni,0
1967,curry powder,0
1968,less potassium chloride,0
1969,citric acidextracts paprika,0
1970,green bean,0
1971,butter charente poitou,0
1972,source vitamin,0
1973,strawberry banana,0
1974,austion,0
1975,variation of,0
1976,onbofte,0
1977,free response,0
1978,barley imbiante,0
1979,bean green,0
1980,slices,0
1981,cucumber,0
1982,wild rice,0
1983,bietet hervorragenden,0
1984,aroschutz herkoliche alufolie uberflussig,0
1985,colorblue,0
1986,aron,0
1987,farina anacardi,0
1988,vitaminblue,0
1989,high fructose,0
1990,beer yeast sacchuromyces cerevisiae,0
1991,gelling agent fruit pectin,0
1992,salted butter,0
1993,extract,0
1994,ground fenugreek,0
1995,cognac,0
1996,powder skimmed milk,0
1997,anyedlents,0
1998,sodium sulfate,0
1999,toasted bread,0
2000,iodized salt,0
2001,ancho pepper,0
2002,chipotle powder,0
2003,ancho chili pepper,0
2004,surface,0
2005,extract spice,0
2006,pasteurization,0
2007,includingsaturedfatyacids fatty acid,0
2008,refrit,0
2009,tree juice,0
2010,includingsugars,0
2011,seconserve,0
2012,bergeron apricot puree,0
2013,bergeron apricot nectar,0
2014,saturated qont,0
2015,meat beef,0
2016,organicalty,0
2017,oat fiber,0
2018,raising agent sodium bicarbonate,0
2019,concentrate lemon juice,0
2020,apricot flavcr,0
2021,apricot sunflower puree,0
2022,proteines,0
2023,akao,0
2024,ofvthich,0
2025,ofwhich,0
2026,stabilizing water e339,0
2027,e3,0
2028,beef attendiie fluljce,0
2029,juice concentrate,0
2030,apple pressed,0
2031,grain grape presses,0
2032,strawberry sof vitamin,0
2033,apple pressees,0
2034,virgin olive oil,0
2035,hard cheese,0
2036,water cinnamon,0
2037,fiber alimentairef41s,0
2038,acid saturated hydrate of caibone,0
2039,hydrolyzed soycorn,0
2040,dried whey,0
2041,concentrated beef stock,0
2042,roasted beef,0
2043,hazelnut,0
2044,geat,0
2045,atty,0
2046,glaser arroz,0
2047,organic strawberry,0
2048,lerass,0
2049,rose hips,0
2050,petals blueberry,0
2051,extrasunflower oil,0
2052,full cream,0
2053,sunflower oilpowder,0
2054,doubly concentrated,0
2055,dried red bell pepper,0
2056,dried sugar,0
2057,organic ground black pepper,0
2058,organic coconut aminos,0
2059,organic rice vinegar,0
2060,organic ground cayenne pepper,0
2061,organic blackstrap es,0
2062,organic red jalapeno pepper,0
2063,driedrich sea salt,0
2064,organic coconut tree,0
2065,organic granulated garlic,0
2066,organic red jalapeno pepper sauce,0
2067,thekeep,0
2068,thickets vanilla,0
2069,soybean lecithin,0
2070,acid carbonate potassium,0
2071,lean cocoa powder,0
2072,lecithin sunflowers,0
2073,biscuit cocoa,0
2074,gay intused tea,0
2075,sagh of afoglie,0
2076,extra ireat,0
2077,higherlivingherbs,0
2078,apple find,0
2079,froment,0
2080,aroma mint sugar,0
2081,concentrated juice kiwi,0
2082,acidify,0
2083,sweet potato,0
2084,beeswax suire,0
2085,spirulina,0
2086,rthame,0
2087,tb agents,0
2088,eifial lecithin,0
2089,amidoubeeupdte cocoa cocoa,0
